survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town
1,2,female,29.69911764705882,0,0,13.5,S,Second,woman,False,A,Southampton
1,1,male,29.69911764705882,0,0,26.2875,S,First,man,True,E,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,S,First,woman,False,A,Southampton
1,3,male,29.69911764705882,1,1,15.2458,C,Third,man,True,A,Cherbourg
1,1,female,29.69911764705882,0,0,49.5042,C,First,woman,False,C,Cherbourg
0,1,male,29.69911764705882,0,0,26.55,S,First,man,True,C,Southampton
1,1,male,29.69911764705882,1,0,52.0,S,First,man,True,C,Southampton
0,3,male,29.69911764705882,0,0,9.4833,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.65,S,Third,man,True,F,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,C,First,woman,False,C,Cherbourg
1,2,female,29.69911764705882,0,0,10.5,S,Second,woman,False,E,Southampton
0,3,male,29.69911764705882,0,0,15.5,Q,Third,man,True,A,Queenstown
0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,0,1,33.0,S,Second,child,False,A,Southampton
0,3,male,29.69911764705882,1,0,7.0542,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
1,1,male,29.69911764705882,1,0,53.1,S,First,man,True,E,Southampton
0,3,male,29.69911764705882,0,0,8.6625,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,3,0,21.0,S,Second,woman,False,A,Southampton
1,3,female,29.69911764705882,0,0,7.7375,Q,Third,woman,False,A,Queenstown
0,2,male,29.69911764705882,1,0,26.0,S,Second,man,True,A,Southampton
0,3,female,29.69911764705882,1,0,7.925,S,Third,woman,False,A,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,S,First,woman,False,B,Southampton
0,3,male,29.69911764705882,0,0,18.7875,C,Third,child,False,A,Cherbourg
0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,16.1,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,1,3,34.375,S,Third,woman,False,A,Southampton
1,1,male,29.69911764705882,0,0,249.00622000000035,C,First,man,True,B,Cherbourg
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
1,1,male,29.69911764705882,0,0,30.0,S,First,man,True,D,Southampton
0,1,male,29.69911764705882,1,0,249.00622000000035,S,First,man,True,C,Southampton
1,1,female,29.69911764705882,2,2,249.00622000000035,C,First,woman,False,B,Cherbourg
0,3,male,29.69911764705882,1,0,16.1,S,Third,man,True,A,Southampton
1,3,male,29.69911764705882,0,0,7.925,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,1,1,249.00622000000035,S,First,man,True,B,Southampton
0,3,male,29.69911764705882,1,1,20.25,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,0,0,13.0,S,Second,woman,False,A,Southampton
0,1,male,29.69911764705882,1,0,53.1,S,First,man,True,D,Southampton
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,A,Queenstown
1,2,female,29.69911764705882,1,1,23.0,S,Second,child,False,A,Southampton
1,3,male,29.69911764705882,0,1,12.475,S,Third,child,False,E,Southampton
0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,1,2,65.0,S,Second,woman,False,A,Southampton
1,2,male,29.69911764705882,1,1,14.5,S,Second,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.7958,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,11.5,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,S,First,woman,False,B,Southampton
0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.125,S,Third,man,True,A,Southampton
1,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,A,Cherbourg
1,1,female,29.69911764705882,1,2,249.00622000000035,S,First,woman,False,B,Southampton
0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,1,0,249.00622000000035,S,First,woman,False,D,Southampton
0,1,male,29.69911764705882,0,0,39.6,C,First,man,True,A,Cherbourg
0,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,A,Queenstown
0,3,male,29.69911764705882,1,0,24.15,Q,Third,man,True,A,Queenstown
0,3,male,29.69911764705882,0,0,8.3625,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.8542,S,Third,man,True,A,Southampton
0,2,female,29.69911764705882,0,0,10.5,S,Second,woman,False,E,Southampton
0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,A,Cherbourg
1,2,female,29.69911764705882,1,3,23.0,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.75,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,F,Queenstown
1,3,female,29.69911764705882,0,0,12.475,S,Third,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.7375,Q,Third,man,True,A,Queenstown
1,1,female,29.69911764705882,0,1,249.00622000000035,S,First,woman,False,B,Southampton
1,3,female,29.69911764705882,0,0,7.2292,C,Third,child,False,A,Cherbourg
1,1,female,29.69911764705882,1,0,57.0,S,First,woman,False,B,Southampton
0,1,male,29.69911764705882,0,0,30.0,S,First,man,True,D,Southampton
0,3,male,29.69911764705882,1,2,23.45,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.05,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,A,Southampton
1,3,female,29.69911764705882,0,0,7.4958,S,Third,woman,False,A,Southampton
0,3,male,29.69911764705882,4,1,29.125,Q,Third,child,False,A,Queenstown
1,3,male,29.69911764705882,1,2,20.575,S,Third,child,False,A,Southampton
0,1,male,29.69911764705882,0,0,249.00622000000035,C,First,man,True,B,Cherbourg
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,A,Queenstown
0,2,male,29.69911764705882,0,0,26.0,S,Second,man,True,A,Southampton
0,3,female,29.69911764705882,8,2,249.00622000000035,S,Third,woman,False,A,Southampton
0,1,male,29.69911764705882,0,0,30.6958,C,First,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
1,1,female,29.69911764705882,0,0,25.9292,S,First,woman,False,D,Southampton
1,3,female,29.69911764705882,0,0,8.6833,S,Third,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,A,Cherbourg
0,3,female,29.69911764705882,1,1,24.15,S,Third,woman,False,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
1,2,female,29.69911764705882,1,1,26.25,S,Second,woman,False,A,Southampton
1,1,male,29.69911764705882,1,2,249.00622000000035,S,First,child,False,B,Southampton
1,3,male,29.69911764705882,0,1,8.5167,C,Third,child,False,A,Cherbourg
1,3,male,29.69911764705882,0,0,6.975,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,A,Southampton
0,3,female,29.69911764705882,0,0,7.775,S,Third,woman,False,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
1,1,female,29.69911764705882,1,0,53.1,S,First,woman,False,E,Southampton
0,3,male,29.69911764705882,0,0,7.8875,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,24.15,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,10.5,S,Second,man,True,A,Southampton
0,3,female,29.69911764705882,4,2,31.275,S,Third,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,B,Southampton
0,3,female,29.69911764705882,0,0,7.925,S,Third,woman,False,A,Southampton
0,2,male,29.69911764705882,1,1,37.0042,C,Second,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,6.45,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,3,2,27.9,S,Third,child,False,A,Southampton
1,1,female,29.69911764705882,1,1,249.00622000000035,S,First,woman,False,B,Southampton
1,3,male,29.69911764705882,0,0,8.6625,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,A,Southampton
1,3,female,29.69911764705882,0,1,12.475,S,Third,woman,False,E,Southampton
0,3,male,29.69911764705882,4,1,39.6875,S,Third,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,6.95,Q,Third,man,True,A,Queenstown
0,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,A,Southampton
1,2,male,29.69911764705882,0,2,37.0042,C,Second,child,False,A,Cherbourg
1,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,A,Queenstown
1,1,female,29.69911764705882,0,0,249.00622000000035,,First,woman,False,B,A
1,3,female,29.69911764705882,1,0,14.4542,C,Third,child,False,A,Cherbourg
1,2,male,29.69911764705882,1,1,18.75,S,Second,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.8542,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.3,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,1,1,249.00622000000035,C,First,woman,False,E,Cherbourg
0,3,male,29.69911764705882,0,0,8.6625,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,A,Southampton
1,1,male,29.69911764705882,0,0,29.7,C,First,man,True,C,Cherbourg
0,3,male,29.69911764705882,0,0,7.925,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,10.5,S,Second,man,True,A,Southampton
1,1,female,29.69911764705882,0,0,31.0,C,First,woman,False,A,Cherbourg
0,3,male,29.69911764705882,0,0,6.4375,C,Third,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,8.6625,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.55,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,8,2,249.00622000000035,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,C,Third,man,True,A,Cherbourg
0,2,male,29.69911764705882,0,1,33.0,S,Second,man,True,A,Southampton
1,1,female,29.69911764705882,1,0,249.00622000000035,C,First,woman,False,C,Cherbourg
0,3,male,29.69911764705882,4,2,31.275,S,Third,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,1,1,15.2458,C,Third,child,False,A,Cherbourg
1,1,female,29.69911764705882,0,1,39.4,S,First,woman,False,D,Southampton
0,2,female,29.69911764705882,1,0,26.0,S,Second,woman,False,A,Southampton
1,3,female,29.69911764705882,0,1,9.35,S,Third,woman,False,A,Southampton
1,1,female,29.69911764705882,1,1,249.00622000000035,S,First,woman,False,A,Southampton
1,1,male,29.69911764705882,0,0,26.55,S,First,man,True,E,Southampton
1,3,female,29.69911764705882,0,3,19.2583,C,Third,woman,False,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,A,Cherbourg
0,3,male,29.69911764705882,2,0,14.1083,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,1,0,11.5,S,Second,man,True,A,Southampton
1,1,female,29.69911764705882,0,0,25.9292,S,First,woman,False,D,Southampton
0,3,female,29.69911764705882,8,2,249.00622000000035,S,Third,woman,False,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
1,2,female,29.69911764705882,0,0,13.0,S,Second,woman,False,A,Southampton
1,2,female,29.69911764705882,1,0,13.8583,C,Second,woman,False,A,Cherbourg
0,1,male,29.69911764705882,0,0,50.4958,S,First,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,A,Southampton
1,3,male,29.69911764705882,1,1,11.1333,S,Third,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,1,1,52.5542,S,First,woman,False,D,Southampton
0,1,male,29.69911764705882,0,0,5.0,S,First,man,True,B,Southampton
0,3,male,29.69911764705882,0,0,9.0,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,1,0,24.0,C,Second,woman,False,A,Cherbourg
1,3,female,29.69911764705882,0,0,7.225,C,Third,child,False,A,Cherbourg
0,3,male,29.69911764705882,0,0,9.8458,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,0,1,249.00622000000035,C,First,woman,False,C,Cherbourg
1,2,female,29.69911764705882,0,1,26.0,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,0,0,10.5167,S,Third,woman,False,A,Southampton
0,2,male,29.69911764705882,0,0,10.5,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.05,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,0,5,29.125,Q,Third,woman,False,A,Queenstown
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
1,1,female,29.69911764705882,0,0,30.0,S,First,woman,False,B,Southampton
0,3,female,29.69911764705882,1,2,23.45,S,Third,woman,False,A,Southampton
1,1,male,29.69911764705882,0,0,30.0,C,First,man,True,C,Cherbourg
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,A,Queenstown
0,4,male,22.0,1,0,7.25,S,Third,woman,True,A,Southampton
0,4,male,22.0,1,0,7.25,S,fourth,woman,True,A,Southampton
